datetime_utc,mgs_x_km,mgs_y_km,mgs_z_km,mgs_vx_km_s,mgs_vy_km_s,mgs_vz_km_s,mars_sun_x_km,mars_sun_y_km,mars_sun_z_km
1997-09-19T15:01:20.000,-4735.824538484136,7587.845242162284,-12875.139882487509,0.5093301889898212,0.9758633820132292,-1.6870929065429225,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:01:30.000,-4730.72860832427,7597.5996615971,-12892.003660474034,0.5098554634971831,0.9750207820806807,-1.6856631552323615,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:01:40.000,-4725.627436784708,7607.345663337262,-12908.853154866236,0.5103784668473546,0.9741798421581906,-1.6842361861474606,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:01:50.000,-4720.521046519594,7617.083263955185,-12925.688393440518,0.5108992105136243,0.9733405567129892,-1.682811990124161,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:00.000,-4715.409460068707,7626.812479968083,-12942.509403881842,0.5114177058961574,0.9725029202370259,-1.6813905580387345,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:10.000,-4710.292699858184,7636.533327838209,-12959.316213784137,0.5119339643225583,0.971666927246836,-1.679971880807577,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:20.000,-4705.17078820125,7646.245823973106,-12976.108850650693,0.5124479970484361,0.9708325722834084,-1.6785559493869868,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:30.000,-4700.043747298929,7655.949984725848,-12992.887341894562,0.5129598152579523,0.9699998499120588,-1.6771427547729698,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:40.000,-4694.91159924076,7665.645826395283,-13009.651714838956,0.5134694300643738,0.9691687547222947,-1.6757322880010275,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:02:50.000,-4689.7743660055,7675.3333652262745,-13026.401996717635,0.5139768525106192,0.9683392813276884,-1.6743245401459452,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:03:00.000,-4684.63206946183,7685.012617409942,-13043.138214675306,0.5144820935697972,0.967511424365749,-1.6729195023215904,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T15:03:10.000,-4679.484731369042,7694.6835990839,-13059.860395768008,0.5149851641457411,0.9666851784977937,-1.6715171656807115,5304314.930021906,198268347.24823567,90795578.2069394
