ramp_datetime_utc,ramp_end_datetime_utc,time_tag_seconds,ramp_rate_hz_s,ramp_start_freq_hz,ramp_start_freq_ghz,ramp_start_ghz_int,ramp_station_id,source_file,lbl_file
1997-09-19 19:46:29,1997-09-19 19:57:30,1505850389.0,0.399168,7164840308.303808,7.164840308303808,7,65,7262262c.odf,7262262c.lbl
1997-09-19 19:46:30,1997-09-19 19:47:10,1505850390.0,250.470144,7164816469.400576,7.164816469400575,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:47:10,1997-09-19 19:48:04,1505850430.0,0.470144,7164826488.206336,7.164826488206336,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:48:04,1997-09-19 19:59:48,1505850484.0,0.5328,7164826513.594112,7.164826513594113,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:57:30,1997-09-19 19:59:51,1505851050.0,0.0,7164840572.153856,7.164840572153857,7,15,7262262c.odf,7262262c.lbl
1997-09-19 19:57:30,1997-09-19 19:59:51,1505851050.0,0.0,7164840572.153856,7.164840572153857,7,65,7262262c.odf,7262262c.lbl
1997-09-19 20:18:04,1997-09-19 20:48:04,1505852284.0,0.588032,7164827472.634112,7.164827472634112,7,15,7262263a.odf,7262263a.lbl
1997-09-19 20:48:04,1997-09-19 21:18:04,1505854084.0,0.635136,7164828531.091712,7.164828531091712,7,15,7262263a.odf,7262263a.lbl
1997-09-19 21:18:04,1997-09-19 21:48:04,1505855884.0,0.67328,7164829674.336512,7.164829674336511,7,15,7262263a.odf,7262263a.lbl
1997-09-19 21:48:04,1997-09-19 22:18:04,1505857684.0,0.70192,7164830886.240512,7.1648308862405115,7,15,7262263a.odf,7262263a.lbl
1997-09-19 22:18:04,1997-09-19 22:48:04,1505859484.0,0.720576,7164832149.696512,7.164832149696513,7,15,7262263a.odf,7262263a.lbl
1997-09-19 22:48:04,1997-09-19 23:18:04,1505861284.0,0.7399680000000001,7164833446.733312,7.1648334467333115,7,15,7262263a.odf,7262263a.lbl
1997-09-19 23:18:04,1997-09-19 23:48:04,1505863084.0,0.7266560000000001,7164834778.675712,7.164834778675711,7,15,7262263a.odf,7262263a.lbl
1997-09-19 23:48:04,1997-09-20 00:18:04,1505864884.0,0.7140160000000001,7164836086.656512,7.164836086656512,7,15,7262263a.odf,7262263a.lbl
1997-09-20 00:18:04,1997-09-20 00:48:04,1505866684.0,0.691072,7164837371.885312,7.164837371885312,7,15,7262263a.odf,7262263a.lbl
1997-09-20 00:48:04,1997-09-20 00:59:50,1505868484.0,0.658208,7164838615.814912,7.1648386158149115,7,15,7262263a.odf,7262263a.lbl
1997-09-20 01:18:04,1997-09-20 01:48:04,1505870284.0,0.616032,7164839800.589312,7.164839800589312,7,15,7263263a.odf,7263263a.lbl
1997-09-20 01:48:04,1997-09-20 02:18:04,1505872084.0,0.565152,7164840909.446912,7.164840909446911,7,15,7263263a.odf,7263263a.lbl
1997-09-20 02:18:04,1997-09-20 02:48:04,1505873884.0,0.5064960000000001,7164841926.720512,7.164841926720513,7,15,7263263a.odf,7263263a.lbl
1997-09-20 02:27:40,1997-09-20 02:29:26,1505874460.0,0.0,7164829647.199056,7.164829647199055,7,15,7263263a.odf,7263263a.lbl
1997-09-20 02:27:40,1997-09-20 02:29:26,1505874460.0,0.0,7164829647.199056,7.164829647199055,7,45,7263263a.odf,7263263a.lbl
1997-09-20 02:29:26,1997-09-20 02:38:22,1505874566.0,0.5211520000000001,7164829647.199056,7.164829647199055,7,15,7263263a.odf,7263263a.lbl
1997-09-20 02:29:26,1997-09-20 02:38:22,1505874566.0,0.5211520000000001,7164829647.199056,7.164829647199055,7,45,7263263a.odf,7263263a.lbl
1997-09-20 02:38:22,1997-09-20 03:08:22,1505875102.0,0.5763520000000001,7164829926.536528,7.164829926536528,7,15,7263263a.odf,7263263a.lbl
1997-09-20 02:38:22,1997-09-20 03:08:22,1505875102.0,0.5763520000000001,7164829926.536528,7.164829926536528,7,45,7263263a.odf,7263263a.lbl
1997-09-20 02:48:04,1997-09-20 03:18:04,1505875684.0,0.44099200000000005,7164842838.413312,7.164842838413312,7,15,7263263a.odf,7263263a.lbl
1997-09-20 03:08:22,1997-09-20 03:23:25,1505876902.0,0.6235200000000001,7164830963.970128,7.164830963970128,7,45,7263263a.odf,7263263a.lbl
1997-09-20 03:08:22,1997-09-20 03:23:25,1505876902.0,0.6235200000000001,7164830963.970128,7.164830963970128,7,15,7263263a.odf,7263263a.lbl
